,ARVI,ARVI_INTP,B,CMRI,CMRI_INTP,CVI,CVI_INTP,EVI_INTP,EVI_RMSE,G,GLI,GLI_INTP,IPVI,IPVI_INTP,MCARI1,MCARI1_INTP,MCARI2,MCARI2_INTP,N,NDTI,NDTI_INTP,NDVI,NDVI_INTP,NDWI,NDWI_INTP,NLI,NLI_INTP,N_INTP,OSAVI,OSAVI_INTP,R,R_INTP,TDVI,TDVI_INTP,TVI,TVI_INTP,TriVI,TriVI_INTP,WDRVI,WDRVI_INTP,landcover,cv_fold_id,repeat_cv_id
0,0.8470911999651777,0.8732740756676493,-0.7675249874809854,0.8967341768754918,0.8376608259052962,1.104053892312372,0.769178696823308,0.18955561828485304,-0.1267541904815056,-1.0001006612216161,0.22310307199109208,0.7324023681439457,0.8583118401641375,0.8364010098388239,0.7145406297592002,0.5571956443231649,0.7282651321556248,0.8051586598864154,0.6834022227510287,-0.26646222816584664,-0.5931140377268965,0.8583118325980889,0.8364010094939549,-0.9291209071450248,-0.8364530569009285,0.7828854382951019,0.7193564523119114,0.46285859931600687,0.8583099048653163,0.8363876666533419,-0.7771757490824867,-1.0080982236698612,0.8468290784998039,0.8207005486139702,0.8554622054985521,0.8332380139823542,0.7289623183141642,0.5595896596944295,0.8157111423621675,0.754342839369255,1,5,1
1,-0.220620864026788,0.3836636887534017,0.33359466701508084,-0.0671406912176658,0.5576269603989862,-0.7292104472004349,-0.22365857235959188,0.8131339099118465,-0.016771296257952355,0.2805910774264352,0.27060309235476554,1.0773363063919574,0.0693815534554824,0.6944797202312621,-0.1428974496610205,0.5115118155874457,0.4842738021415793,0.9664141408323493,-0.33776644607357226,-0.7906359895328096,-1.8228684877251373,0.06938155158515903,0.6944794323292062,0.20660471950988812,-0.41080617134675934,0.20701543168352762,0.5704193911850876,0.016349210943029397,0.06935597532516496,0.6944438167190532,-0.22319028202489735,-1.1916134676738117,0.1560630462742186,0.7005500605454674,0.10186768873111186,0.6990096323370306,-0.18269919477374932,0.5254084227066129,-0.15618409469043326,0.6220078245936153,1,3,1
2,0.9852812396107827,1.1923880686095993,-1.152382342450484,0.9072629700517206,1.1222991399606856,0.5107137682134176,0.981474672042699,0.23934578960596894,-0.13273557613408402,-0.9414430243369724,1.4456012561850513,1.76575554676812,0.9613964520570254,1.1479912604123825,0.7343757910437233,1.1689089863267057,1.0026964622765526,1.0730221500255068,0.5559938413520564,-1.2314776306976238,-1.452524216720934,0.9613969285216454,1.147991835157146,-0.8446607707521719,-1.0916460588408574,0.8037011144020705,0.8432391615322155,1.007478766735525,0.9613814634843206,1.1479912528411578,-1.0623153277150696,-1.3291684238431072,0.9303457983789659,1.0438511412953548,0.9512695385504192,1.110376509931561,0.721405621343631,1.1675273573646274,0.9758312314551595,1.304893495505682,1,5,1
3,0.5316947310873054,0.5961197183536984,-0.4575010070888892,0.6384264233395136,0.6801377358771079,0.48667899757214306,0.5878647129901813,0.288826940576969,-0.11759524674044818,-0.7556938408689345,0.09990352656986294,0.04277437667063198,0.6433328714126633,0.6716290013659145,0.3806709351176986,0.4445829865316292,0.6469089548288384,0.662979790102657,0.2859641374915471,-0.38193253945703365,-0.31734473202916214,0.6433328653986664,0.6716293463884445,-0.6284037789143048,-0.6870960897269887,0.6360825409358195,0.6591642721674319,0.4010562608123157,0.6433173797138296,0.6716192027025365,-0.6712667627332414,-0.6922434796146761,0.6678676058800881,0.6925605089811883,0.6537515835470483,0.6823287107654622,0.3824337858082788,0.39814433075775696,0.5102055397837464,0.5233582343287976,1,5,1
4,0.8076079324540442,1.061446805696718,-0.6071677562436941,0.734124262580818,1.0225187885127553,0.7085732640787802,0.9202705821556207,0.23329605026031164,-0.12848512748611376,-0.39397174674696583,0.5755128295021822,1.3022575293531702,0.7215139042656497,1.0314291767432928,0.7603345591677637,1.2030512954773271,0.6723910811472901,0.9584211164183616,0.7765814867592329,-0.3253988254617491,-1.10675753177377,0.7215138976872213,1.031429291298018,-0.7413146471105316,-1.0099656761154483,0.7451712592648794,0.8263647725686686,1.1217701579697845,0.7215246991764266,1.0314399809134867,-0.4350082547233872,-0.9614859647053093,0.7337298984699235,0.9594716332893655,0.7274106467487481,1.0062841130385216,0.7618879265429166,1.1944512218889793,0.6171554190297682,1.1140092188174182,1,1,1
5,1.085897103511286,0.9638647252329143,-1.0134060753781649,1.0731894858740931,0.9463742701778671,1.2724774675920472,1.0681867934881775,0.2066614930449028,-0.12219709194202188,-1.0001006612216161,0.8199816690846448,0.6927127953099567,1.0480097979909297,0.9224361671474096,1.0760996770663451,0.7567248817778341,0.9049607969479303,0.8173657102374482,1.0504144258853823,-0.6537022817907225,-0.5428592391420547,1.0480099968160155,0.9224362817993194,-1.0906168231200912,-0.9688861797253289,0.8922929963020355,0.7710599916666859,0.7492182682770125,1.0480196881183441,0.9224329878683168,-0.9075252707430956,-0.9328015818981913,0.9994412679008365,0.8782928361030463,1.031320074490187,0.9080615923572092,1.0846668399985544,0.7955160993073228,1.118023338984918,0.9233076180880242,1,5,1
6,0.9238225469480135,1.018611640943455,-0.28645329376911155,1.119641617511866,1.0544951801079767,0.7998531386938151,0.9279073255849811,0.33528169009323233,-0.12206822642156315,-0.39397174674696583,0.8974840094037618,1.097995432516173,1.1665738264017278,1.07195414846649,1.5661213461155357,1.444129491278617,1.140642034484835,1.003931282465037,1.5258188340905041,-1.5270945522779995,-1.2314928517148678,1.1665739551172765,1.071954723279052,-1.0627625963115461,-1.0327785474986302,0.972686143630059,0.864074916197777,1.5295245781422793,1.166602113692338,1.0719813599810433,-0.8667910452241552,-0.7743852706383153,1.0924169936437327,0.9893558451895795,1.140249093384453,1.0427207598091508,1.5429265348544683,1.4758573735008655,1.3250932735857637,1.1702933769067063,1,2,1
7,0.9396042977262339,1.1181998784163094,-0.9385727008007623,0.9475355863523582,1.1011657116432851,0.8108688506787509,1.0133043401489277,0.35965094166449235,-0.039869839065158535,-0.9512192971510799,0.9027843975610528,1.4979892007983793,0.9622240320612716,1.1188373909699267,0.8235674558801693,1.322046078134797,0.9205830250124779,1.0370006314174138,0.7157297225089772,-0.886893182598649,-1.347641031947275,0.9622236774772405,1.1188368150057562,-0.9250655963426793,-1.0790834601426462,0.8246534360854151,0.8523451580156703,1.2193279819847618,0.9622182725673419,1.118848572816731,-0.9564063413658244,-1.1192504612958436,0.9310178337663962,1.0214264470336398,0.9520355776284336,1.083734925371658,0.8212619741685356,1.3569686246253323,0.9771544582967612,1.2741499569039103,1,1,1
8,0.9940263020811958,0.803647477115144,-0.3933581145939724,1.10740049636872,0.8895823149319095,0.6349429915477935,0.21153301349575288,0.4985617827685429,-0.10053144421945066,-0.18867001765071437,1.3482151669536995,1.4904058808526233,1.176108102079094,0.9812762360107744,1.6658296400894133,1.272412166241677,1.1920090155774619,1.0687752030914806,1.617096480465888,-1.7432326815425447,-1.9463327606204235,1.1761080922186975,0.9812760629264865,-1.0282884422853869,-0.7896427481472555,0.9824335280652353,0.80810133329397,1.1075624908501445,1.176140491082208,0.9812878685887811,-0.8342036648090031,-0.8562012325575611,1.0998166649534746,0.9180647046901462,1.1489765661390927,0.9592736328327331,1.6325273703622207,1.2646798912171358,1.3424108597912383,1.0644282535522112,1,4,1
9,0.8998984451670058,1.1249477324495385,-0.7247630591510406,0.8136702559019124,1.1029839439023608,1.049311750262864,0.9473323125560311,0.3092286106099061,-0.10844860248706192,-0.5699446574008967,0.4154947218216348,1.6278664752425738,0.7651791028963675,1.1331513827597315,0.8219699932263822,1.429585179178434,0.6316054020626113,1.0704732625828046,0.8830720741971799,-0.06404025100679422,-1.5085716559407867,0.7651786804813564,1.1331516122972478,-0.8570318582699324,-1.067643130024046,0.7754610286547781,0.8387890559060653,1.2891814139438977,0.7651929291450702,1.1331602394817046,-0.4431550998271755,-1.1212062182249782,0.7701225040490269,1.0302500921641597,0.768397883733013,1.0958595877106363,0.8358356040402785,1.4003323772350202,0.6789001291666497,1.306179532025649,1,4,1
