system:index,ARVI,ARVI_INTP,B,CMRI,CMRI_INTP,CVI,CVI_INTP,EVI_INTP,EVI_RMSE,G,GLI,GLI_INTP,IPVI,IPVI_INTP,MCARI1,MCARI1_INTP,MCARI2,MCARI2_INTP,N,NDTI,NDTI_INTP,NDVI,NDVI_INTP,NDWI,NDWI_INTP,NLI,NLI_INTP,N_INTP,OSAVI,OSAVI_INTP,R,R_INTP,TDVI,TDVI_INTP,TVI,TVI_INTP,TriVI,TriVI_INTP,WDRVI,WDRVI_INTP,cloudy_B,cloudy_G,cloudy_N,cloudy_R,landcover,latitude,longitude,.geo
1_0000000000000000018e_0,0.80625707,0.78118604,0.0257,1.4558439,1.3788482,3.218997748625561,3.1350532,2.1786213,0.21183603,0.046700000000000005,0.2587601078167116,0.23825768,0.8910376,0.86947846,3299.7599999999998,3296.57,0.8608352894480398,0.8320367,0.2396,-0.22894737,-0.1915237,0.7820751,0.7389569,-0.67376876,-0.63989127,0.99989796,0.9998765,0.2476625,0.7820285888530247,0.7389144,0.029300000000000003,0.037641667,1.3165356285353536,1.2736145,1.132287561029783,1.1128987,133140.0,134008.28,-0.10026286143447236,-0.19145055,0.0273,0.051300000000000005,0.2019,0.0363,mangrove,22.227420399435385,89.77466438073083,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000018f_0,0.73865813,0.73212177,0.0409,1.3182172,1.2708105,2.898402203856749,2.645218,2.1764727,0.27151302,0.066,0.20383036935704515,0.22005504,0.8543171,0.8443737,3555.8399999999997,3372.3008,0.8168321046564428,0.8115394,0.2721,-0.17437722,-0.17996134,0.7086342,0.6887474,-0.60958296,-0.58206314,0.99987465,0.9998552,0.259725,0.7085986261286717,0.6887112,0.046400000000000004,0.047845833,1.2441726592226805,1.2227033,1.099379016954543,1.0901748,143260.0,136322.7,-0.2606982746909387,-0.2921687,0.0453,0.0724,0.2574,0.054700000000000006,mangrove,21.797865030424916,89.22284672901273,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000190_0,0.75468165,0.7279324,0.0393,1.3521676,1.2801616,2.9317108737355504,2.8434248,2.2117288,0.20310241,0.0651,0.21853065044454842,0.20684037,0.86412543,0.8442758,3737.3999999999996,3420.3806,0.831049045885541,0.80184287,0.2811,-0.19121684,-0.1690518,0.72825086,0.68855155,-0.6239168,-0.59161,0.9998881,0.99985224,0.26669583,0.7282150278498445,0.68851644,0.0442,0.0484875,1.2641054803855964,1.2193766,1.108264790279607,1.0896178,150500.0,136515.86,-0.2225141750795187,-0.2813482,0.0531,0.07690000000000001,0.32070000000000004,0.059000000000000004,mangrove,22.0599721184998,89.33742666383911,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000192_0,0.7904629,0.7551877,0.030100000000000002,1.4052,1.3285565,3.1490423911900667,3.076079,2.1485953,0.17550838,0.0543,0.2425629290617849,0.21028744,0.87691784,0.8550691,3467.7599999999998,3299.303,0.8427514721012253,0.8118426,0.25720000000000004,-0.20132743,-0.16482423,0.7538357,0.71013826,-0.6513644,-0.6184183,0.99989086,0.99986047,0.24852084,0.7537945424047785,0.71009886,0.0361,0.0418875,1.2894282213515103,1.2449261,1.1197480355613663,1.09994,139940.0,138824.88,-0.1679068262698156,-0.25311917,0.0405,0.0597,0.2331,0.047900000000000005,mangrove,22.057509911509403,89.65297140582172,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000193_0,0.7425952,0.72793853,0.036500000000000005,1.3129262,1.2596694,2.918256972881094,2.7636244,2.087003,0.18167244,0.060200000000000004,0.2058087130696044,0.20631722,0.8523629,0.8386867,3213.3599999999997,3055.2205,0.812848623238996,0.79538393,0.24710000000000001,-0.16893204,-0.15955414,0.70472574,0.67737335,-0.60820043,-0.582296,0.9998598,0.9998313,0.23932916,0.7046868748189131,0.6773348,0.042800000000000005,0.045666665,1.240142644412113,1.2096313,1.097600003419295,1.0847986,129540.0,126777.414,-0.26796030217745515,-0.30974314,0.0364,0.062,0.2305,0.045200000000000004,mangrove,21.94893169354904,89.14755991319748,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000195_0,0.7567954,0.7436041,0.034,1.3227824,1.2562922,2.969272062566523,2.7014937,1.9432304,0.24383308,0.058800000000000005,0.21613236814891418,0.22599082,0.8545581,0.8390934,3199.9199999999996,3286.2134,0.814393057949556,0.8006282,0.2456,-0.16898608,-0.16612838,0.7091162,0.6781868,-0.61366624,-0.57810545,0.9998614,0.99984366,0.25097916,0.7090767389428564,0.67815006,0.041800000000000004,0.048029166,1.2446636633156876,1.2113283,1.0995982058622236,1.0852925,129080.0,135989.98,-0.2597950572634117,-0.30984652,0.0505,0.07930000000000001,0.2585,0.0639,mangrove,22.18358321046765,89.13577626245804,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000196_0,0.77058613,0.7210872,0.031900000000000005,1.3710579,1.2651514,3.2133414878314617,2.7232523,2.4846044,1.9063748,0.0541,0.213684800897364,0.20698847,0.8656821,0.8414139,3243.24,2886.445,0.8234064806358337,0.8024784,0.2462,-0.17226435,-0.17026603,0.73136425,0.68282783,-0.6396936,-0.58232355,0.99987394,0.9998291,0.22505833,0.7313231323132313,0.6827864,0.038200000000000005,0.042833332,1.2672224056739934,1.214714,1.10966854315515,1.0872003,131160.0,118812.445,-0.21617319325055712,-0.29727554,0.038900000000000004,0.06330000000000001,0.2225,0.0463,mangrove,22.343512719705142,89.55227475404833,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000197_0,0.78551054,0.7466834,0.0376,1.4210763,1.3203378,3.055605216605819,2.767192,2.3118079,0.25302836,0.06520000000000001,0.2448687350835322,0.23223689,0.88293374,0.85780746,4279.32,3882.1135,0.8545639475982462,0.8284104,0.313,-0.2221181,-0.201376,0.7658674,0.7156149,-0.6552089,-0.6047229,0.9999153,0.9998803,0.290875,0.7658328538063163,0.7155809,0.0415,0.0475625,1.3010906206340236,1.2491096,1.1251077365745286,1.1022018,172380.0,158507.44,-0.1401098901098901,-0.23217104,0.027700000000000002,0.058800000000000005,0.3487,0.0315,mangrove,21.90063479944046,89.628718510118,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000198_0,0.7536518,0.6952922,0.031200000000000002,1.2976042,1.1975926,2.9914307390486248,2.6748478,2.0447814,0.23819362,0.054700000000000006,0.20950801547816472,0.18515743,0.84641767,0.8213524,2842.5599999999995,2681.8926,0.7999979596631795,0.7690969,0.22210000000000002,-0.15157895,-0.14082696,0.6928354,0.6427049,-0.6047688,-0.5548877,0.9998366,0.9997925,0.21614167,0.6927931223705872,0.6426652,0.0403,0.04735,1.2277750897385293,1.1702777,1.0921700260736231,1.0684626,114840.0,114523.17,-0.2893936970084786,-0.35811046,0.0342,0.0522,0.1698,0.037700000000000004,mangrove,22.10122755905937,89.63874532565627,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000199_0,0.7604876,0.7176351,0.0334,1.3110497,1.2531785,3.410966718909585,2.8629646,2.14182,0.35712323,0.057100000000000005,0.184033177812338,0.18747795,0.84422284,0.83507174,3066.9599999999996,3076.7527,0.7808720881929819,0.78563166,0.24550000000000002,-0.115234375,-0.14504431,0.6884457,0.6701435,-0.6226041,-0.583035,0.9998497,0.9998368,0.24494167,0.6884077904929577,0.67010665,0.0453,0.048529167,1.2231719050423178,1.2025156,1.090158551370016,1.0815513,124840.0,128188.55,-0.2970651395848246,-0.32262218,0.0543,0.0707,0.25420000000000004,0.0721,mangrove,22.129690355234047,89.56654368385283,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000019a_0,0.71278197,0.6801971,0.038200000000000005,1.2370245,1.1919262,2.541287632053787,2.6882257,2.1899989,0.22749455,0.06330000000000001,0.20859188544152746,0.16978075,0.8359633,0.81934994,2926.7999999999997,2714.8823,0.8030931094185001,0.76566476,0.2278,-0.17222223,-0.13477784,0.6719266,0.6386999,-0.5650979,-0.5532263,0.99982774,0.99979526,0.22214167,0.6718871552496001,0.6386619,0.044700000000000004,0.048841666,1.2056108801100387,1.1668829,1.0825555900297164,1.0667495,117300.0,107929.53,-0.3248369887374037,-0.36813232,0.0534,0.0675,0.268,0.0592,mangrove,22.179734405562527,89.44219403132247,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000019b_0,0.80420136,0.764239,0.0247,1.4252242,1.3452232,2.8097681416612015,2.9853718,2.1926606,0.2580466,0.0483,0.2871419053964024,0.23754467,0.8876755,0.86139965,3166.9199999999996,3246.14,0.8697444510327924,0.8242321,0.22760000000000002,-0.25291827,-0.191594,0.775351,0.72279924,-0.64987314,-0.622424,0.99988884,0.9998605,0.23764583,0.7753026332210159,0.72275656,0.028800000000000003,0.038358334,1.3101568387844917,1.256559,1.1293143999969901,1.105476,127080.0,133561.52,-0.117145073700543,-0.21446255,0.0402,0.061200000000000004,0.3654,0.0459,mangrove,22.15342480402809,89.8569785373507,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000019c_0,0.73157895,0.6946943,0.0357,1.2819147,1.1899799,2.7665123949963477,2.4831111,2.14421,0.3621223,0.0592,0.2069317023445464,0.20163625,0.8454479,0.8232133,2976.8399999999997,2797.211,0.8079559177352758,0.7846841,0.2303,-0.16880552,-0.16052452,0.69089574,0.6464266,-0.591019,-0.5435533,0.9998413,0.99980086,0.22510417,0.6908551626923529,0.6463885,0.042100000000000005,0.047945835,1.2257437399497153,1.1755273,1.0912816967018804,1.0703738,119760.0,108816.51,-0.29279901734991554,-0.35754666,0.040400000000000005,0.06520000000000001,0.2127,0.048400000000000006,mangrove,22.097455906811774,89.1393327824994,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000019d_0,0.7609672,0.71154225,0.0346,1.3415717,1.2346612,2.827386107506318,2.7273498,2.146936,0.49743316,0.060500000000000005,0.23343527013251783,0.196364,0.86260575,0.8316443,3396.3599999999997,3161.516,0.8328478174330742,0.7834724,0.2549,-0.19683482,-0.15374292,0.7252115,0.6632886,-0.6163602,-0.5713726,0.999875,0.9998305,0.25311667,0.7251722410969288,0.6632534,0.040600000000000004,0.05082917,1.261043330548908,1.1923014,1.106892725571076,1.0779604,136540.0,125883.164,-0.22862762899077016,-0.3245832,0.056400000000000006,0.0834,0.3533,0.06430000000000001,mangrove,22.075498919726172,89.35298108281516,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000019f_0,0.78977275,0.7772858,0.0296,1.4046292,1.3743019,3.0991003581098786,3.042341,2.2180243,0.12697099,0.053500000000000006,0.24563445867287545,0.23865153,0.87743735,0.8695264,3407.4,3503.3606,0.8451715671743371,0.83603984,0.252,-0.20631342,-0.19690321,0.75487465,0.7390527,-0.6497545,-0.63524914,0.99988914,0.99988246,0.26089168,0.7548325998551613,0.739013,0.0352,0.038941666,1.2904403758881118,1.2743226,1.1202118780885093,1.1130381,137400.0,142212.4,-0.16556291390728478,-0.1957726,0.0436,0.07010000000000001,0.278,0.0495,mangrove,22.430716625602688,89.4735599671089,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001a1_0,0.74332994,0.73813826,0.038,1.305802,1.2703664,2.937280534279703,2.7230308,2.0684988,0.24486126,0.06330000000000001,0.20456707897240722,0.21900475,0.84985185,0.8427615,3336.12,3248.9678,0.8079321174078692,0.80486214,0.2581,-0.16253443,-0.17011221,0.69970363,0.6855231,-0.6060983,-0.5848434,0.9998631,0.9998501,0.25218335,0.6996667939785853,0.6854862,0.0456,0.047070835,1.2349441262839256,1.2190412,1.0953098442553235,1.0886565,134580.0,132435.22,-0.27713205433412685,-0.29724026,0.036500000000000005,0.0601,0.23140000000000002,0.0413,mangrove,21.988431524546098,89.10072525771311,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001a3_0,0.7867187,0.7419177,0.0273,1.3685808,1.2972579,2.9207197775476033,2.8454049,2.2637215,0.78860784,0.0519,0.254380664652568,0.21885891,0.86925125,0.8488776,3070.9199999999996,3133.3147,0.839322503041511,0.80833656,0.22870000000000001,-0.20278099,-0.17472267,0.73850244,0.6977553,-0.6300784,-0.5995027,0.99986845,0.999849,0.23935,0.7384575624439411,0.69771516,0.0344,0.043329168,1.2743349464291691,1.2300267,1.1128802588524607,1.093978,123580.0,129537.47,-0.2013270473197136,-0.2671105,0.0485,0.0531,0.1651,0.046700000000000005,mangrove,21.9304496327609,89.76189518829318,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001a5_0,0.7399929,0.6958284,0.0367,1.2724563,1.1699222,2.96134656,2.4394863,1.9830885,0.2693896,0.0625,0.19731800766283525,0.20774126,0.8390844,0.8176761,3098.64,2827.8145,0.7886167704878327,0.7757914,0.2456,-0.14051095,-0.15667094,0.6781688,0.63535225,-0.5942876,-0.53457004,0.99984384,0.9998007,0.22839166,0.6781317044507305,0.63531506,0.0471,0.051333334,1.212289753783085,1.1629503,1.085434831525234,1.065148,125260.0,116605.32,-0.31454088752442083,-0.3707496,0.069,0.0945,0.217,0.0789,mangrove,21.97547806225866,89.18153967696611,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001a7_0,0.80942184,0.78081524,0.0267,1.4300065,1.3810186,3.2047797847052943,2.7830439,2.289391,0.23337832,0.0514,0.26212400245549416,0.27015927,0.8835831,0.87435895,3450.24,3504.9631,0.8507332698977053,0.84908336,0.2535,-0.21226415,-0.23323934,0.76716626,0.74871796,-0.66284025,-0.6323007,0.99989605,0.9998855,0.25641668,0.7671234786488031,0.74867654,0.0334,0.03705,1.3023329696120516,1.2827249,1.1256847960334693,1.1171856,139260.0,143554.4,-0.13702127659574467,-0.15942073,0.033100000000000004,0.0572,0.23070000000000002,0.0386,mangrove,21.894909637366677,89.76240938396181,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001a8_0,0.8052692,0.7562378,0.025500000000000002,1.41359,1.3177603,3.2196084964598084,3.0244238,2.0808814,0.15712954,0.049,0.25480153649167736,0.21783005,0.87848383,0.8527352,3187.5599999999995,3097.5237,0.8428221931324408,0.80940807,0.2364,-0.19951041,-0.16729695,0.75696766,0.7054704,-0.6566223,-0.6122899,0.999883,0.9998495,0.23667084,0.7569226653190446,0.7054291,0.0327,0.040854167,1.2924748197634701,1.2389401,1.121145695264959,1.0976375,128740.0,128109.66,-0.16080937167199147,-0.25696898,0.0395,0.0614,0.248,0.0473,mangrove,21.946825257350472,89.76279503071329,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001aa_0,0.8147668,0.7680373,0.0286,1.4665228,1.3610512,3.3943489338588697,3.204467,2.1723926,0.24333178,0.0529,0.25727866904337493,0.21722387,0.8920726,0.8627879,3843.12,3426.387,0.8573022108650845,0.81734645,0.2802,-0.218894,-0.17305896,0.7841452,0.7255758,-0.68237764,-0.63547534,0.99991363,0.99987507,0.26122916,0.784105235008723,0.72553694,0.0339,0.0418625,1.3184939772379936,1.2591023,1.1332012957525772,1.1066996,155380.0,140921.78,-0.09496124031007754,-0.21498698,0.0324,0.052700000000000004,0.1787,0.038400000000000004,mangrove,22.187154172283076,89.76665149822801,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001ab_0,0.76117414,0.72597075,0.0358,1.3419895,1.2723013,3.0013880626611145,2.79292,2.2075162,0.22273037,0.061500000000000006,0.21902874132804756,0.20788363,0.85993487,0.84250706,3471.0,3422.9028,0.8218092453720034,0.80051595,0.264,-0.1770335,-0.16860737,0.71986973,0.6850142,-0.62211984,-0.5872872,0.9998766,0.999851,0.266225,0.7198321911561613,0.6849792,0.043000000000000003,0.049345832,1.2556430393436193,1.2154838,1.1044771192018379,1.0879757,140000.0,137190.31,-0.23919308357348704,-0.28875783,0.0804,0.1033,0.2654,0.08900000000000001,mangrove,22.179575689695184,89.21269136455727,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001ac_0,0.74975044,0.7271621,0.0376,1.3463383,1.2759327,2.938454209900231,2.805194,2.2249782,0.3514936,0.0613,0.21266073194856577,0.20376883,0.8622499,0.8433469,3482.0399999999995,3216.2422,0.8278729267973642,0.803103,0.2629,-0.18683447,-0.1655609,0.7244998,0.6866938,-0.6218384,-0.58923894,0.99987847,0.9998491,0.25085834,0.7244618189927718,0.68665653,0.042,0.0466,1.260326819682388,1.2199501,1.1065712069323903,1.0891448,140260.0,126434.42,-0.23004832332698777,-0.2940733,0.046400000000000004,0.0693,0.26480000000000004,0.051300000000000005,mangrove,22.307164942395712,89.39570217295051,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001ad_0,0.79367036,0.7195577,0.0251,1.3902239,1.2603302,2.8595809712451334,2.8751006,2.1470344,0.24593991,0.048400000000000006,0.2686762778505898,0.19798478,0.8766573,0.83703446,2976.12,2833.9,0.8525590505480855,0.7845823,0.2182,-0.22376738,-0.1549585,0.75331455,0.6740689,-0.63690925,-0.58626133,0.9998711,0.99981093,0.223775,0.7532661620787736,0.67402774,0.0307,0.0435375,1.2889134651301608,1.201741,1.119515334495401,1.0826191,119580.0,114161.17,-0.16907844630616903,-0.29820627,0.0536,0.0708,0.2177,0.06280000000000001,mangrove,22.056080223259197,89.76022405237015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001ae_0,0.7443355,0.71670157,0.0378,1.3260432,1.2437795,2.7573406193999106,2.6017585,2.1793256,0.29258358,0.0629,0.2219524040796503,0.2093697,0.85909396,0.8371426,3426.0,3269.297,0.8303425500396538,0.80203474,0.2579,-0.19581749,-0.17204618,0.71818787,0.6742852,-0.6078554,-0.5694944,0.9998728,0.9998357,0.25408334,0.7181495989554189,0.67424905,0.042300000000000004,0.048754167,1.2539344888568058,1.2066453,1.1037154863234304,1.083418,137600.0,128600.61,-0.24247319723894836,-0.31511813,0.0441,0.07250000000000001,0.25270000000000004,0.054200000000000005,mangrove,21.811590499807803,89.22477496277008,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001af_0,0.7616853,0.76219034,0.0362,1.358402,1.3354638,3.040382617728532,2.888145,2.171418,0.17872901,0.0608,0.2172172172172172,0.23489046,0.8643411,0.85968363,3541.9199999999996,3540.7412,0.8273179594541608,0.8247545,0.2676,-0.18287937,-0.19009605,0.72868216,0.71936727,-0.62971985,-0.6160965,0.9998827,0.9998735,0.26400417,0.7286445144953749,0.7193296,0.042,0.04292083,1.264536864112829,1.2537931,1.1084593680160928,1.1040387,142880.0,144178.94,-0.22164048865619543,-0.23058076,0.047900000000000005,0.0709,0.23070000000000002,0.054200000000000005,mangrove,22.008852679595346,89.10029676132258,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001b0_0,0.7513193,0.71452534,0.037700000000000004,1.3656288,1.2628849,2.9670616218364034,2.7713642,2.265755,0.21452671,0.060200000000000004,0.21248741188318226,0.1931406,0.86764705,0.8398283,3547.3199999999997,3238.521,0.83513364098742,0.7984782,0.2655,-0.19563058,-0.16155258,0.7352941,0.6796566,-0.6303347,-0.5832283,0.9998851,0.9998441,0.252525,0.7352556729059919,0.67962027,0.0405,0.047691666,1.2711498793192426,1.2125958,1.1114378604524227,1.0859245,142880.0,129578.28,-0.2080536912751678,-0.30629578,0.055400000000000005,0.0781,0.3093,0.058600000000000006,mangrove,21.930688126256147,89.4871004530495,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001b1_0,0.7772528,0.7457074,0.033,1.3979017,1.3080333,3.2536035919465864,2.8725405,2.1939223,0.2656744,0.055600000000000004,0.21929824561403508,0.21839046,0.8733002,0.8518092,3512.88,3236.883,0.8339364241882139,0.81282216,0.26330000000000003,-0.18550107,-0.17631312,0.74660033,0.70361847,-0.6513013,-0.6044149,0.9998898,0.9998556,0.24584584,0.746560713195983,0.7035791,0.038200000000000005,0.042875,1.282342141043428,1.2370193,1.116512575690466,1.0967933,142020.0,135680.08,-0.1839454517278785,-0.26089206,0.0241,0.0468,0.2033,0.027800000000000002,mangrove,22.014295175868316,89.62396220018317,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001b2_0,0.74712646,0.7330058,0.0374,1.3382759,1.2912616,2.9498355263157894,2.886773,2.2394319,0.511555,0.0608,0.20874751491053678,0.20728238,0.85961413,0.8469576,3403.4399999999996,3411.9783,0.8232785288892859,0.80515754,0.2584,-0.18058252,-0.17176731,0.7192282,0.6939152,-0.61904764,-0.5973463,0.9998736,0.99985176,0.25858334,0.7191899300103787,0.6938787,0.0422,0.045833334,1.2549912547223232,1.2255538,1.1041866736409087,1.0921454,137160.0,142476.62,-0.24044679600235147,-0.26901105,0.032600000000000004,0.0522,0.3957,0.0374,mangrove,21.92667343249116,89.8673481500014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001b3_0,0.7586402,0.72134554,0.0426,1.3595182,1.2746319,2.9185729263586095,2.7800448,2.231776,0.2758165,0.0713,0.2240343347639485,0.20424263,0.866555,0.84271735,4148.04,3485.3643,0.8352867705762159,0.7974673,0.3104,-0.19731319,-0.17159393,0.73311,0.6854347,-0.62640816,-0.5891971,0.99990076,0.9998369,0.2738875,0.7330772494807603,0.6854003,0.0478,0.0494,1.2689762213630698,1.2143054,1.1104548592430614,1.0879202,166960.0,140968.48,-0.21258244545915772,-0.2799489,0.0461,0.0699,0.2937,0.0478,mangrove,21.965503885678732,89.31720163420633,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001b6_0,0.7806987,0.72590744,0.0317,1.4179037,1.2815073,3.2255179779280883,2.629965,2.3602924,0.3191096,0.053000000000000005,0.22614227877385773,0.22427294,0.87969923,0.8484021,3477.3599999999997,3110.2468,0.8444278358527554,0.81760365,0.2574,-0.20181406,-0.19670263,0.7593985,0.6968042,-0.65850514,-0.5847031,0.9998937,0.99983925,0.2365,0.7593569729611505,0.6967638,0.0352,0.041954167,1.294837350245086,1.227315,1.122229252978464,1.0932912,140440.0,127844.23,-0.15523465703971112,-0.26295662,0.024200000000000003,0.044500000000000005,0.2597,0.0263,mangrove,21.89570481251615,89.68463728908152,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001b8_0,0.77968526,0.73527926,0.0308,1.3848228,1.3026665,2.7570572814427377,2.755244,2.4462347,0.83014715,0.0562,0.2615039281705948,0.22833355,0.8766737,0.8546923,3409.4399999999996,3380.7168,0.8565555073241696,0.82874537,0.24880000000000002,-0.23245615,-0.20519792,0.75334746,0.7093845,-0.6314754,-0.59328204,0.99988693,0.9998589,0.2493375,0.7533049581418948,0.70934504,0.035,0.0425625,1.2889506471249428,1.2415559,1.1195300030664799,1.0991977,136760.0,139597.84,-0.16900467601870406,-0.24050121,0.041600000000000005,0.0685,0.2652,0.0451,mangrove,21.883180288799508,89.71428923930586,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001b9_0,0.7855179,0.77063024,0.0351,1.379143,1.3517315,3.21747907495815,2.9561002,2.1726062,0.14086194,0.0635,0.23002421307506055,0.2400238,0.8680927,0.8640037,3866.2799999999997,3601.7922,0.8270458674802402,0.83022296,0.2922,-0.17701575,-0.19440886,0.7361854,0.72800744,-0.64295757,-0.6237241,0.999896,0.9998813,0.27074167,0.7361503909499252,0.7279699,0.0444,0.042741667,1.2720408106326064,1.2624267,1.111838739765892,1.1079307,156320.0,147295.2,-0.20619396903015486,-0.21361428,0.035500000000000004,0.0609,0.2765,0.0434,mangrove,22.339192705597274,89.37963355830583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001ba_0,0.8200057,0.77026546,0.031400000000000004,1.4645568,1.3455276,3.7202863613120023,3.0728843,2.099427,0.19001319,0.0585,0.2413793103448276,0.22601111,0.8878635,0.86037403,4281.599999999999,3602.5127,0.8428999665467103,0.8207037,0.3175,-0.18661258,-0.17568257,0.7757271,0.72074807,-0.6888298,-0.6247795,0.9999204,0.99987906,0.27442083,0.7756923627578185,0.7207114,0.040100000000000004,0.044458333,1.3105250829893147,1.2558659,1.1294808848985582,1.1047697,173800.0,142005.72,-0.116214335421016,-0.23312736,0.0483,0.0752,0.3144,0.061000000000000006,mangrove,22.449766623555753,89.4668754234167,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001bb_0,0.85690516,0.8079938,0.0258,1.5339147,1.4553046,3.7519735537190084,3.3635273,2.2597706,0.30659062,0.055,0.29640542133176195,0.26632902,0.9080553,0.8866369,4662.12,3921.5232,0.8703821970121134,0.8428189,0.33480000000000004,-0.23734534,-0.22591422,0.8161107,0.7732738,-0.717804,-0.6820308,0.9999395,0.9999086,0.28973043,0.8160752449039369,0.7732347,0.0339,0.03746087,1.3480978642111172,1.305657,1.147218662275164,1.1279827,188980.0,162792.06,-0.0062333036509349795,-0.08556921,0.0494,0.067,0.33590000000000003,0.0444,mangrove,22.331662085773583,89.75752452510983,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001bc_0,0.7071804,0.7307243,0.041800000000000004,1.3038945,1.3205556,2.2762697409754686,2.4541593,2.8387713,0.8018028,0.06470000000000001,0.2306229196386115,0.2448219,0.86173975,0.8635213,3345.6,3480.7798,0.8581083972063966,0.8513939,0.2437,-0.24662814,-0.24213207,0.7234795,0.72704256,-0.58041507,-0.59351295,0.99986833,0.9998672,0.24697083,0.7234385607603531,0.7270014,0.0391,0.038766667,1.2592937422829245,1.260745,1.106110071740703,1.1073803,133000.0,142711.36,-0.23207814715613673,-0.20779471,0.040400000000000005,0.0631,0.23820000000000002,0.04,mangrove,21.740004696467825,89.57828448495322,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000001bd_0,0.7613219,0.70032406,0.039,1.3632884,1.2354742,3.3111914726882943,2.9016213,2.1767595,0.41102892,0.06330000000000001,0.19603212092583844,0.17623724,0.8619347,0.82912433,3748.7999999999997,3272.5837,0.8141764206592768,0.768949,0.2878,-0.15722121,-0.14022297,0.72386944,0.6582486,-0.63941896,-0.5772256,0.9998887,0.9998189,0.2549125,0.7238347368799339,0.6582142,0.0461,0.051241666,1.2596938855698923,1.182648,1.10628632007389,1.0750108,151900.0,139175.81,-0.23130341880341881,-0.320982,0.042,0.0574,0.2879,0.0413,mangrove,22.20595973975406,89.53881996738588,"{""type"":""MultiPoint"",""coordinates"":[]}"
