system:index,ARVI,ARVI_INTP,B,CMRI,CMRI_INTP,CVI,CVI_INTP,EVI_INTP,EVI_RMSE,G,GLI,GLI_INTP,IPVI,IPVI_INTP,MCARI1,MCARI1_INTP,MCARI2,MCARI2_INTP,N,NDTI,NDTI_INTP,NDVI,NDVI_INTP,NDWI,NDWI_INTP,NLI,NLI_INTP,N_INTP,OSAVI,OSAVI_INTP,R,R_INTP,TDVI,TDVI_INTP,TVI,TVI_INTP,TriVI,TriVI_INTP,WDRVI,WDRVI_INTP,cloudy_B,cloudy_G,cloudy_N,cloudy_R,landcover,latitude,longitude,.geo
2_0000000000000000008c_0,0.48504272,0.41434386,0.0482,0.70868987,0.50408536,1.4870387457225682,1.3319421,1.0169145,0.62337255,0.0742,0.16164383561643836,0.15002476,0.70237494,0.6458596,1392.12,1074.8507,0.6260609122881968,0.49836206,0.139,-0.11495116,-0.08570385,0.40474987,0.2917192,-0.30393997,-0.21236618,0.9993905,0.99905187,0.1326375,0.4047171527314618,0.29169586,0.0589,0.071079165,0.8642566532680964,0.66303825,0.9511834069587066,0.8879778,54180.0,38914.773,-0.6181318681318682,-0.6858062,0.0649,0.09580000000000001,0.1746,0.08370000000000001,nonmangrove,22.17917889924263,89.07750075334664,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000008d_0,0.4593698,0.37241313,0.0489,0.652639,0.4502418,1.435570586194936,1.2356313,1.0838163,0.6226594,0.07440000000000001,0.15393563396665375,0.15350606,0.6867846,0.63615656,1255.4399999999998,1016.8636,0.5945391761455847,0.4981321,0.132,-0.10549777,-0.10124648,0.3735692,0.2723131,-0.27906978,-0.17792872,0.99930924,0.99888855,0.119891666,0.3735381029674949,0.27229023,0.060200000000000004,0.0657125,0.8157680619329639,0.6171925,0.93464923835164,0.87567157,48760.0,38848.773,-0.6403269754768393,-0.691128,0.0584,0.0821,0.13490000000000002,0.06960000000000001,nonmangrove,22.17913922013577,89.27182386644974,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000008e_0,0.49300155,0.42607597,0.0489,0.63953555,0.554031,1.75048828125,1.5883878,0.96274716,0.5533006,0.07680000000000001,0.12035010940919037,0.12245643,0.6675939,0.6500765,1120.6799999999998,996.55505,0.48648677519127875,0.45513105,0.14400000000000002,-0.034343433,-0.055266757,0.33518776,0.30015308,-0.3043478,-0.25387797,0.9993087,0.9991829,0.14047083,0.3351628993676872,0.30012962,0.0717,0.076925,0.7529947369319265,0.6678796,0.913886076477183,0.8913183,45420.0,35720.69,-0.6655052264808362,-0.6676844,0.0849,0.101,0.2111,0.09970000000000001,nonmangrove,22.17913922013577,89.59109652702992,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000008f_0,0.51595485,0.43761775,0.049300000000000004,0.7292275,0.58502066,1.84511911760589,1.5408512,1.1233387,0.8377091,0.0756,0.125,0.12817132,0.69330937,0.66,1353.7199999999998,1197.4005,0.5480610138104024,0.4841565,0.1544,-0.050729673,-0.06605569,0.38661876,0.32000002,-0.3426087,-0.26502067,0.99942714,0.9992524,0.15090834,0.38659099480953324,0.31997693,0.0683,0.076958336,0.8363438447907399,0.7082267,0.9416043594022188,0.9030419,54580.0,42911.605,-0.6312395509911631,-0.6596424,0.0698,0.0839,0.2106,0.0792,nonmangrove,22.17929793649602,89.57211413692966,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000090_0,0.5088634,0.33955613,0.0471,0.72925436,0.3527513,1.7056415068993376,1.2313989,0.74273455,0.6715069,0.0727,0.141287284144427,0.1252924,0.6990338,0.60176855,1348.8,728.0096,0.5826809777221653,0.35586315,0.1447,-0.07703704,-0.058101747,0.39806762,0.20353706,-0.33118674,-0.14921425,0.9994051,0.99880433,0.12219583,0.3980368667156162,0.20352063,0.0623,0.08075417,0.8540539125159351,0.47553584,0.9476643038809901,0.83487487,53600.0,25829.969,-0.6230298293604272,-0.72878516,0.07100000000000001,0.0975,0.1608,0.0897,nonmangrove,22.177909162266605,89.67161099880957,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000091_0,0.5613941,0.49114928,0.0409,0.8252358,0.70528066,1.742330475637462,1.7395184,1.2531569,0.28916287,0.0673,0.1719634305616021,0.13383695,0.7287287,0.69194466,1520.5199999999998,1379.49,0.6528033392330149,0.5628365,0.1456,-0.10781893,-0.07175443,0.45745745,0.3838893,-0.3677783,-0.32139137,0.9994888,0.9993725,0.15255417,0.4574208271609881,0.38386098,0.054200000000000005,0.06729167,0.9415004199878219,0.8241517,0.9784975510738172,0.9391063,60080.0,58484.32,-0.5764979639325188,-0.62742054,0.0736,0.0998,0.1474,0.0881,nonmangrove,22.176679093632494,89.19053810116712,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000092_0,0.53911805,0.45052025,0.048600000000000004,0.9027009,0.64930433,1.6307950745261133,1.5814751,1.3994223,0.51121485,0.0718,0.17704918032786884,0.13706675,0.758057,0.6818586,1903.1999999999998,1266.4597,0.73301097547277,0.5614298,0.1623,-0.16181229,-0.08825746,0.51611394,0.36371723,-0.38658693,-0.28558713,0.9996068,0.9992506,0.138375,0.5160753983821854,0.36368817,0.051800000000000006,0.06300833,1.021156434715448,0.7872879,1.008024784138124,0.9276914,74300.0,48951.57,-0.5228575628399236,-0.6382326,0.0663,0.0758,0.2477,0.0834,nonmangrove,22.1763616548182,89.45380628350571,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000093_0,0.41766858,0.3991977,0.0557,0.57593095,0.4943462,1.4100356778489456,1.4206203,1.0316207,0.61745596,0.0814,0.13291579679888657,0.13083436,0.6630807,0.63919693,1155.48,1085.9401,0.5326708774238957,0.46154273,0.1356,-0.083167,-0.06730933,0.32616135,0.2783939,-0.24976958,-0.21595229,0.9992508,0.99902564,0.1367125,0.3261358524516419,0.278373,0.0689,0.07392083,0.7376935590441683,0.6344844,0.9089341940939146,0.8798964,45020.0,47354.055,-0.6711132670385641,-0.6906694,0.0834,0.1066,0.18280000000000002,0.095,nonmangrove,22.175171252879984,89.1424179565112,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000094_0,0.5484536,0.468211,0.0438,0.84682727,0.66545254,1.6138935450398177,1.4547884,1.4608938,0.46842656,0.0699,0.18424396442185514,0.16151562,0.74099654,0.6910971,1678.32,1413.0005,0.698480655794647,0.60206574,0.1502,-0.14215687,-0.11249707,0.48199308,0.38219416,-0.36483416,-0.28325835,0.99953467,0.99932724,0.14373334,0.4819550504153594,0.38216427,0.052500000000000005,0.06356667,0.97558545102238,0.8209519,0.990955646455099,0.9381368,65580.0,57669.605,-0.5550947867298577,-0.62843215,0.0558,0.07690000000000001,0.1479,0.06770000000000001,nonmangrove,22.175131572641764,89.26381098394688,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000095_0,0.5499255,0.4993918,0.0453,0.8682083,0.73518866,1.6217175861633633,1.621493,1.5388039,0.5081763,0.0712,0.18469217970049917,0.162269,0.74748445,0.7078379,1776.12,1781.1864,0.7116963866134929,0.6241788,0.156,-0.14931396,-0.11321212,0.49496886,0.41567576,-0.37323943,-0.3195129,0.999567,0.99940336,0.15845834,0.4949309109028537,0.41564527,0.052700000000000004,0.06279583,0.9931615992033835,0.8695016,0.997481255370508,0.9553773,69380.0,73609.08,-0.5431918008784773,-0.59738237,0.08,0.1053,0.1651,0.0913,nonmangrove,22.174218924071315,89.18303941433294,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000096_0,0.56050336,0.5195722,0.0454,0.8483587,0.7432005,1.9404697895015608,1.807236,1.2510755,0.5968899,0.07060000000000001,0.14517437145174372,0.14029475,0.72875226,0.69990045,1622.64,1561.6664,0.6292191786189284,0.5622924,0.1612,-0.08116386,-0.07064014,0.4575045,0.39980084,-0.39085418,-0.34339964,0.9995383,0.99946517,0.17473334,0.45747143063792856,0.39977488,0.060000000000000005,0.07338333,0.9415785560565948,0.84425855,0.978521599554992,0.9468873,64960.0,57988.49,-0.5764582238570677,-0.6082156,0.0661,0.0922,0.1824,0.0835,nonmangrove,22.173861799104817,89.73228608770789,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000097_0,0.6636513,0.600211,0.0409,1.0949581,0.95718503,2.205134544766557,2.1040504,1.7019557,0.28630817,0.0682,0.19649122807017544,0.16973327,0.7996047,0.7613609,2456.04,2274.7712,0.7588776213238906,0.69396615,0.2023,-0.14718251,-0.11600594,0.5992095,0.52272177,-0.4957486,-0.43446323,0.9997523,0.99965173,0.20210834,0.5991715938912955,0.5226899,0.0507,0.061825,1.1240034689946845,1.0202347,1.0484319177543233,1.0099784,97960.0,93641.66,-0.4295784576342873,-0.50345695,0.0504,0.0736,0.1655,0.06470000000000001,nonmangrove,22.17330626957589,89.23505887614269,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000099_0,0.55576646,0.47134486,0.0468,0.86428434,0.66242194,1.76848376806155,1.4618391,1.477334,0.5962865,0.07300000000000001,0.16660007990411507,0.16279627,0.7402891,0.6901971,1773.9599999999998,1388.7714,0.6765637221606392,0.5998868,0.16390000000000002,-0.118773945,-0.11184465,0.48057812,0.38039422,-0.3837062,-0.28202775,0.999572,0.99930996,0.1428375,0.4805434114969108,0.38036442,0.0575,0.0628625,0.9736602008029204,0.8171908,0.990241454956681,0.937051,70040.0,53671.137,-0.5563675734199486,-0.628683,0.0886,0.10400000000000001,0.2315,0.09570000000000001,nonmangrove,22.171044448116913,89.38511831210454,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000009a_0,0.55023515,0.5796706,0.0526,0.91568947,0.8902609,1.8644771468144044,2.0414157,1.5077484,0.31905982,0.076,0.15151515151515152,0.1569931,0.7532198,0.7416182,2014.3199999999997,1927.0701,0.6944940847852539,0.65678746,0.18130000000000002,-0.122599706,-0.09460741,0.50643957,0.4832364,-0.4092499,-0.40702447,0.9996386,0.9995605,0.17798333,0.5064058890975257,0.48320284,0.0594,0.0600625,1.0084581720610677,0.9729735,1.0032146087994747,0.99097914,79780.0,81033.195,-0.5323100735199278,-0.5478735,0.0572,0.0859,0.2008,0.0731,nonmangrove,22.170806359530857,89.11653677452345,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000009b_0,0.5599473,0.4334552,0.050100000000000006,0.8547268,0.58701825,1.856049332630127,1.4667597,1.2788804,0.585561,0.0785,0.15653775322283608,0.13978028,0.7338843,0.666282,1850.04,1181.9812,0.6511441208717631,0.5382231,0.1776,-0.0986704,-0.08524639,0.4677686,0.332564,-0.3869582,-0.25445426,0.9995917,0.9992503,0.14210416,0.4677376702366786,0.3325388,0.0644,0.07005833,0.9559834169301988,0.7417195,0.9837523037031843,0.9115599,73560.0,41471.746,-0.5676728334956183,-0.6632128,0.0868,0.1041,0.2456,0.0908,nonmangrove,22.170766678060666,89.42222609952401,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000009c_0,0.53792197,0.5183887,0.052700000000000004,0.87375176,0.7376146,1.871753916711706,1.7610902,1.2875055,0.44703868,0.0761,0.1413573303337083,0.14419493,0.73946035,0.70109135,1858.9199999999998,1526.015,0.6624770457765048,0.58368033,0.1754,-0.103698336,-0.07739104,0.47892073,0.4021827,-0.394831,-0.33543184,0.9995983,0.99943715,0.162675,0.4788884392283826,0.4021543,0.0618,0.06843334,0.97139608923085,0.85567033,0.9894042358863651,0.9492077,73880.0,58716.305,-0.5578522813208975,-0.6163414,0.0623,0.0867,0.18150000000000002,0.07590000000000001,nonmangrove,22.170131773014354,89.12017899384291,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000009d_0,0.6048472,0.53037167,0.0375,0.9544694,0.78790665,1.7648053673577022,1.8216808,1.4396931,0.4851583,0.06280000000000001,0.20306513409961685,0.16066171,0.7691919,0.7176331,1801.8,1734.4014,0.7395294671042977,0.620499,0.15230000000000002,-0.15760368,-0.10172273,0.53838384,0.4352663,-0.41608554,-0.35264036,0.999606,0.9994511,0.1697,0.5383403361344538,0.43523607,0.045700000000000005,0.06401667,1.049797985087063,0.89297426,1.0190112062111183,0.9648183,70800.0,64997.83,-0.5000820613819137,-0.5750144,0.08990000000000001,0.117,0.20420000000000002,0.1042,nonmangrove,22.16953654692974,89.84515203697221,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000009e_0,0.6330344,0.5593547,0.049100000000000005,1.048408,0.8480791,2.22640143500434,1.9458361,1.4760039,0.51945853,0.07680000000000001,0.1689497716894977,0.15802889,0.7842785,0.7316297,2541.4799999999996,1923.8224,0.7270488113873198,0.63879526,0.2185,-0.12198685,-0.09817743,0.5685571,0.46325946,-0.479851,-0.38481963,0.9997483,0.99953777,0.18545416,0.5685244207080713,0.46323022,0.0601,0.06624583,1.0873456929831322,0.9338084,1.0337103419573754,0.979331,101720.0,79306.26,-0.46674801708358754,-0.55706406,0.0636,0.07740000000000001,0.1506,0.07250000000000001,nonmangrove,22.166917522224644,89.55805945532045,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000009f_0,0.5530146,0.4681963,0.043000000000000003,0.7982215,0.62494576,1.6745307839014132,1.5975169,1.0917826,0.4484123,0.07150000000000001,0.1755034936292643,0.13974999,0.72278666,0.6716819,1547.76,1407.2971,0.6475939751599717,0.5229837,0.1494,-0.11024845,-0.06974266,0.4455733,0.3433637,-0.35264826,-0.28158203,0.9994867,0.99933857,0.16224167,0.44553880686545794,0.34334072,0.057300000000000004,0.07761667,0.9245800218754339,0.7550488,0.9724059309927611,0.9168318,60940.0,59142.49,-0.5863787375415282,-0.6529606,0.0741,0.1003,0.1409,0.083,nonmangrove,22.166163551525003,89.8391959371439,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000a0_0,0.60784316,0.38543925,0.041,0.94357044,0.5242477,1.7718240445680626,1.624398,1.1332413,0.79659414,0.0699,0.20361601377529057,0.10405629,0.7654827,0.6428074,1966.0799999999997,1072.4331,0.7310985077083592,0.4347139,0.1681,-0.15156507,-0.050675202,0.5309654,0.28561488,-0.41260505,-0.23863281,0.9996356,0.99907935,0.15054166,0.5309267084365438,0.28559583,0.051500000000000004,0.07968333,1.0403572206407143,0.6273256,1.0153646594308516,0.8814654,77320.0,37531.44,-0.5078319426145512,-0.68056494,0.0756,0.0692,0.2854,0.08710000000000001,nonmangrove,22.165409576783194,89.28532150275127,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000a1_0,0.53189534,0.46562296,0.051000000000000004,0.8199364,0.66221064,1.8415685150426249,1.6187366,1.4501843,0.73675865,0.0761,0.1396480718831898,0.14540675,0.7231369,0.6863863,1673.5199999999998,1334.9137,0.6267829538032164,0.5787715,0.16690000000000002,-0.087142855,-0.0932268,0.44627383,0.37277254,-0.37366256,-0.28943813,0.9995413,0.9992955,0.15540834,0.44624289477332596,0.37274584,0.0639,0.068175,0.9255977726198175,0.7998745,0.9727660716513397,0.9323207,66680.0,47780.363,-0.5858046904082392,-0.6320417,0.08080000000000001,0.0886,0.3144,0.1058,nonmangrove,22.16481433071078,89.44617904775436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000a2_0,0.5224258,0.38769004,0.0378,0.83559835,0.4762937,1.3865648629958394,1.3201424,1.0763212,0.9009493,0.0594,0.20486815415821502,0.14334783,0.7479826,0.63842064,1443.8399999999997,982.38043,0.7490285544028117,0.4566102,0.12050000000000001,-0.188,-0.08556795,0.49596524,0.27684125,-0.33963314,-0.19945243,0.9994409,0.9988918,0.12327917,0.49591598599766623,0.27681753,0.040600000000000004,0.06862917,0.9944666164870861,0.60479057,0.9979805804633669,0.875723,55460.0,36577.55,-0.5422602089268755,-0.6846615,0.0931,0.114,0.1713,0.12340000000000001,nonmangrove,22.163782564884183,89.86374878032099,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000a5_0,0.5533454,0.5202227,0.0494,0.88529694,0.76929766,2.021566358024691,1.802461,1.4077936,0.35514897,0.07200000000000001,0.1320754716981132,0.14266114,0.7379725,0.70980334,1767.12,1627.0619,0.6429598081411099,0.6008691,0.1718,-0.082706764,-0.082318,0.47594503,0.41960672,-0.40935192,-0.34969094,0.99958676,0.9994853,0.1681,0.47591230843241017,0.41957778,0.061000000000000006,0.06799167,0.9673039235812768,0.8816925,0.9878992950610556,0.95829535,70880.0,63917.76,-0.5605014070094654,-0.60241127,0.0848,0.1051,0.2454,0.09620000000000001,nonmangrove,22.15941731802764,89.44056574503847,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000a8_0,0.4277929,0.39922288,0.052500000000000005,0.61949205,0.49985814,1.6304290083403532,1.3328359,1.0937777,0.39180285,0.0726,0.10292442081276111,0.14437293,0.6663276,0.6453941,1050.9599999999998,1064.0737,0.5015032324282724,0.5053615,0.131,-0.05065123,-0.08724401,0.33265513,0.29078817,-0.28683692,-0.20906994,0.99923575,0.99906003,0.1298,0.3326280668918094,0.2907648,0.0656,0.06956667,0.7487117643863258,0.66452336,0.9124993903201742,0.8878415,42040.0,36605.414,-0.6670902160101652,-0.6870741,0.0698,0.09330000000000001,0.20350000000000001,0.0823,nonmangrove,22.15652030670295,89.42681101090263,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000a9_0,0.5387471,0.46948326,0.0497,0.81343156,0.65764046,1.8046836686744414,1.5718213,1.2478547,0.5028736,0.0765,0.14864864864864866,0.14141522,0.72244006,0.68217874,1669.9199999999998,1323.0299,0.6295846764281166,0.54854363,0.1658,-0.09129815,-0.082618505,0.4448802,0.3643575,-0.36855137,-0.29328296,0.99953663,0.9993486,0.15054166,0.44484916084281706,0.36433056,0.0637,0.070475,0.9235961696068016,0.7879767,0.9720494711134506,0.92799926,66380.0,53576.293,-0.5869456900847035,-0.6381496,0.049100000000000005,0.0776,0.14980000000000002,0.0585,nonmangrove,22.15556785159434,89.53809152352198,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000aa_0,0.5245671,0.45564318,0.050800000000000005,0.8012356,0.6082562,1.6994922180157443,1.4389564,1.225624,0.74991065,0.07740000000000001,0.15479298769116,0.15846737,0.7227152,0.67379385,1678.2,1319.1663,0.6439716407577062,0.5516275,0.16290000000000002,-0.10650465,-0.100201175,0.44543034,0.34758773,-0.35580525,-0.26066852,0.99952906,0.9991901,0.14024167,0.44539872946019804,0.34756058,0.0625,0.0648625,0.9243846156076717,0.7542548,0.9723324256916789,0.9180908,66200.0,53653.184,-0.5864957481913949,-0.6429091,0.0699,0.0935,0.16340000000000002,0.0835,nonmangrove,22.155170993396275,89.17584067497212,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000ae_0,0.51228917,0.42293227,0.0506,0.758387,0.5296853,1.7718680552078063,1.3442894,1.0870641,0.73314196,0.0761,0.13497390007457122,0.15654832,0.705803,0.6538121,1484.5199999999998,1175.1613,0.5914383823426401,0.5114741,0.1569,-0.07561837,-0.09575538,0.41160592,0.3076242,-0.3467811,-0.2220611,0.9994688,0.99905354,0.13270833,0.4115763147951565,0.30759984,0.0654,0.06709583,0.8746447325850539,0.6803682,0.9547805705614916,0.8954318,59180.0,45448.227,-0.6130225675175731,-0.6685595,0.0621,0.084,0.1961,0.06760000000000001,nonmangrove,22.154178843004342,89.17421238868815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000af_0,0.59075046,0.55534947,0.046900000000000004,0.96770257,0.84203947,2.089246513429752,1.8114324,1.6016402,0.520988,0.0704,0.15173824130879346,0.16961598,0.76244247,0.73376125,2019.36,1898.1769,0.6924121957294954,0.6578692,0.18230000000000002,-0.10691824,-0.1150907,0.524885,0.46752253,-0.44281757,-0.37451696,0.9996582,0.9995383,0.17690417,0.5248498636644976,0.46749058,0.0568,0.062775,1.0325501959503882,0.94479513,1.012366033291207,0.9821515,80740.0,78368.24,-0.5140610422497668,-0.5562939,0.07010000000000001,0.09630000000000001,0.1961,0.08080000000000001,nonmangrove,22.15413915684318,89.15685828487187,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b0_0,0.5171121,0.46256456,0.051500000000000004,0.7845673,0.6358901,1.7483556605546458,1.564841,1.2300028,0.5462174,0.0772,0.14243433222345542,0.14024568,0.7152962,0.6767383,1602.24,1371.7935,0.619004122534154,0.5442042,0.1618,-0.09039548,-0.07997094,0.4305924,0.3534766,-0.3539749,-0.2824135,0.99950814,0.9992992,0.15115416,0.4305619407999434,0.35345072,0.0644,0.070579164,0.9028554964623967,0.77347636,0.9646721702783996,0.9225488,63560.0,56493.773,-0.5984115165053363,-0.6476674,0.0507,0.0723,0.1312,0.0574,nonmangrove,22.153940725869397,89.16988457514381,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b1_0,0.5958279,0.53693044,0.0465,0.9443005,0.8061209,1.808634025104253,1.8033183,1.4781346,0.2745216,0.0758,0.19042010208087948,0.15465015,0.76436305,0.722088,2128.3199999999997,1781.0382,0.7246052667927996,0.634417,0.1836,-0.1450151,-0.09794307,0.52872604,0.44417593,-0.4155744,-0.36194497,0.99966425,0.99951595,0.172925,0.5286908449062511,0.44414556,0.056600000000000004,0.065191664,1.0374945243109355,0.9186557,1.0142613379279133,0.9711509,83880.0,71862.91,-0.5101387406616862,-0.58336973,0.0524,0.0752,0.19060000000000002,0.0665,nonmangrove,22.153067626260693,89.25815483159198,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b2_0,0.44156593,0.37594306,0.0485,0.5543221,0.46975282,1.1948845199465548,1.3126017,1.0654665,0.5689908,0.0806,0.18660287081339713,0.13235207,0.6688034,0.63555413,1200.2399999999998,959.065,0.599275042614565,0.46976846,0.1252,-0.13043478,-0.077875696,0.33760685,0.2711083,-0.21671526,-0.19864452,0.9992092,0.9989821,0.1250875,0.33757798478762496,0.27108586,0.062,0.070575,0.7570386754929541,0.6256858,0.9152086306448588,0.87635547,45360.0,36180.508,-0.6639828234031132,-0.6971988,0.0683,0.08990000000000001,0.1494,0.07980000000000001,nonmangrove,22.152472327967196,89.15171632818559,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b4_0,0.5304906,0.50407785,0.0512,0.8022455,0.72899204,1.5873433927754916,1.6567343,1.391815,0.45551792,0.081,0.17561683599419448,0.15078537,0.7278674,0.70223,1794.9599999999998,1535.0459,0.6722658863471246,0.59677255,0.16690000000000002,-0.12970711,-0.09308703,0.45573485,0.40446,-0.34651068,-0.324532,0.9995521,0.9994293,0.16026667,0.4557030473233442,0.4044315,0.062400000000000004,0.0669125,0.9390798796869064,0.8558708,0.9776169214886706,0.9499913,70140.0,61060.406,-0.5779491718295613,-0.61322856,0.0476,0.0689,0.1653,0.064,nonmangrove,22.150607043674924,89.2593974711245,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b5_0,0.5660119,0.40853062,0.0475,0.8308804,0.55373365,1.7882078217698734,1.5631136,1.089292,0.46925586,0.0782,0.16847217033993275,0.11061083,0.72874147,0.6503648,1774.0799999999997,1222.7306,0.6469987035551299,0.46419063,0.1714,-0.10140845,-0.052538782,0.457483,0.3007296,-0.37339744,-0.253004,0.9995658,0.99923426,0.15945,0.4574518740221754,0.30071005,0.06380000000000001,0.083525,0.9415546297344324,0.6770435,0.9785105994302151,0.89274865,70320.0,46056.875,-0.5764764022732889,-0.6792216,0.0761,0.09910000000000001,0.16340000000000002,0.1073,nonmangrove,22.150011734973532,89.27139537005921,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b8_0,0.54404646,0.44271868,0.0471,0.8837478,0.5881785,1.5897243122153162,1.4574693,1.1683171,0.53334785,0.0723,0.18621821164889255,0.14510183,0.7537807,0.6661564,1861.6799999999998,1185.5792,0.7296086903790532,0.5313132,0.1595,-0.16237941,-0.08513319,0.50756145,0.33231282,-0.37618637,-0.2558657,0.9995905,0.99920666,0.13844167,0.507523060638137,0.33228642,0.0521,0.068908334,1.0099278406500034,0.737036,1.003773598314365,0.910873,72520.0,45136.734,-0.5312270389419544,-0.6610288,0.0753,0.1013,0.163,0.09280000000000001,nonmangrove,22.145328552047154,89.15244477204946,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b9_0,0.5747814,0.49705276,0.046200000000000005,0.88955444,0.71726197,1.9913718856930036,1.8371973,1.2243693,0.57022595,0.0718,0.14971977582065651,0.12400018,0.7403721,0.6913935,1783.9199999999998,1514.0132,0.6517282805007311,0.5350821,0.1711,-0.08952959,-0.05884222,0.48074427,0.38278693,-0.4088102,-0.33447507,0.99959016,0.99941576,0.17170417,0.4807109849599336,0.38276199,0.060000000000000005,0.074525,0.9738919392683121,0.8123445,0.9903253336915483,0.9371938,71380.0,60328.41,-0.556218389313967,-0.62078136,0.061900000000000004,0.08900000000000001,0.21860000000000002,0.0772,nonmangrove,22.143939442406467,89.67915253528281,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000bb_0,0.40565494,0.30918577,0.051500000000000004,0.5323256,0.3197055,1.2460035351475245,1.1147316,0.83711225,0.56626123,0.0786,0.15630746598013975,0.13877475,0.65837836,0.6001259,1084.08,702.134,0.5563890838362944,0.405611,0.1218,-0.108603664,-0.08439204,0.31675676,0.20025182,-0.21556886,-0.11945369,0.9991483,0.99864805,0.10615833,0.3167293639469019,0.20023383,0.0632,0.0702125,0.7215210830923653,0.47846884,0.903745958085986,0.8340752,41320.0,23380.21,-0.6768373573892279,-0.7309103,0.0284,0.0424,0.1328,0.0342,nonmangrove,22.14298690216011,89.25618374819555,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000bc_0,0.54780465,0.50459856,0.0551,0.8756352,0.7195198,2.183618809101435,1.7691803,1.3078363,0.50084984,0.0777,0.10841654778887304,0.1458239,0.7295938,0.69781697,1830.9599999999998,1736.3376,0.6068379543732981,0.5836294,0.18860000000000002,-0.05284553,-0.082880124,0.45918763,0.39563394,-0.4164476,-0.3238859,0.999607,0.9994007,0.1800625,0.4591592009778892,0.39560935,0.0699,0.074129164,0.9439686924527766,0.83421403,0.9793812438931779,0.94425476,74340.0,72275.05,-0.5750337990085623,-0.6131401,0.0998,0.11750000000000001,0.19310000000000002,0.111,nonmangrove,22.142947212843325,89.40624318415742,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000be_0,0.55180496,0.5538844,0.0478,0.8486825,0.821029,1.9706891145561816,1.8567789,1.4002762,0.3908832,0.0721,0.13588026782197715,0.15719719,0.72779244,0.72405714,1650.9599999999998,1664.8403,0.623564966641734,0.6264324,0.1655,-0.0761194,-0.092187785,0.45558488,0.4481143,-0.39309764,-0.37291467,0.99954814,0.9995195,0.16543333,0.4555528195025856,0.44808248,0.061900000000000004,0.06289167,0.9388666414142626,0.9222651,0.9775402152706639,0.972893,66240.0,64036.08,-0.5780752071383046,-0.5775173,0.0604,0.0845,0.1875,0.0737,nonmangrove,22.140645213328177,89.76309497818666,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000c0_0,0.6406397,0.59186,0.038200000000000005,1.0396316,0.94953007,1.9553643763743682,2.014718,1.7777107,0.3302706,0.0644,0.20655737704918034,0.16761954,0.7894975,0.7599709,2121.0,2149.6086,0.760211676402673,0.6937332,0.1744,-0.16140667,-0.11862487,0.57899505,0.51994175,-0.46063653,-0.42958832,0.9996943,0.9996547,0.1932625,0.5789530862409242,0.5199084,0.0465,0.060845833,1.099973168504351,1.0208386,1.0387468509560973,1.0091722,83900.0,90252.15,-0.4544885830466062,-0.51067233,0.057100000000000005,0.07880000000000001,0.1769,0.0666,nonmangrove,22.139692650796576,89.12245002471272,"{""type"":""MultiPoint"",""coordinates"":[]}"
