_stratum,_cluster_id,score1,score2,score3,lon,lat,score_mean,score_std,n_interpreters,ref_label,prob_final,prob_bin
disagreement,disagreement_312,0.3,0.5,0.0,89.18445126400864,21.943791599484022,0.26666666666666666,0.2516611478423583,3,0,0.421999990940094,0.3-0.5
disagreement,disagreement_317,1.0,0.5,0.5,89.18111510892926,22.04852624182215,0.6666666666666666,0.28867513459481287,3,1,0.492000013589859,0.3-0.5
disagreement,disagreement_318,1.0,0.5,0.5,89.38616395870055,21.996686544777504,0.6666666666666666,0.28867513459481287,3,1,0.7160000205039978,0.7-1.0
disagreement,disagreement_344,0.7,0.7,0.5,89.74364841518631,22.3252903351025,0.6333333333333333,0.11547005383792514,3,1,0.4339999854564667,0.3-0.5
disagreement,disagreement_346,1.0,0.7,0.3,89.45049472694731,21.726014802378746,0.6666666666666666,0.3511884584284246,3,1,0.46399998664855957,0.3-0.5
disagreement,disagreement_362,0.7,0.7,0.3,89.3456186519112,22.105917636035134,0.5666666666666667,0.2309401076758503,3,1,0.4440000057220459,0.3-0.5
disagreement,disagreement_368,0.7,0.0,1.0,89.38272716121395,22.313485299597854,0.5666666666666667,0.5131601439446883,3,1,0.44600000977516174,0.3-0.5
disagreement,disagreement_382,0.7,0.0,0.5,89.11051018134452,22.144545049138756,0.39999999999999997,0.3605551275463989,3,0,0.44600000977516174,0.3-0.5
disagreement,disagreement_388,0.3,0.0,0.3,89.05715402108217,22.089902192538528,0.19999999999999998,0.17320508075688773,3,0,0.36399999260902405,0.3-0.5
disagreement,disagreement_390,0.7,0.0,0.7,89.63497953437309,21.904606226379375,0.4666666666666666,0.40414518843273806,3,0,0.31200000643730164,0.3-0.5
disagreement,disagreement_400,0.5,0.3,0.0,89.39654483770053,22.429466267713945,0.26666666666666666,0.2516611478423583,3,0,0.3179999887943268,0.3-0.5
disagreement,disagreement_401,0.0,0.0,0.0,89.56533988373332,22.368275673361598,0.0,0.0,3,0,0.765999972820282,0.7-1.0
disagreement,disagreement_402,0.0,0.0,0.0,89.76382021631812,22.335885512184586,0.0,0.0,3,0,0.328000009059906,0.3-0.5
disagreement,disagreement_403,0.0,0.5,0.0,89.73099125369198,22.31559684528403,0.16666666666666666,0.2886751345948129,3,0,0.3160000145435333,0.3-0.5
disagreement,disagreement_404,0.3,0.7,0.0,89.543290108831,21.78045636218739,0.3333333333333333,0.3511884584284246,3,0,0.47600001096725464,0.3-0.5
disagreement,disagreement_405,0.0,0.3,0.0,89.28800988539894,22.174379909475128,0.09999999999999999,0.17320508075688773,3,0,0.3240000009536743,0.3-0.5
disagreement,disagreement_406,0.3,0.5,0.0,89.33408945971564,22.063286251884108,0.26666666666666666,0.2516611478423583,3,0,0.34599998593330383,0.3-0.5
disagreement,disagreement_407,0.3,0.3,0.0,89.28521390389425,22.01429234183667,0.19999999999999998,0.17320508075688773,3,0,0.27799999713897705,0.0-0.3
disagreement,disagreement_408,0.7,0.3,0.0,89.26478304634719,22.062380362198596,0.3333333333333333,0.3511884584284246,3,0,0.9459999799728394,0.7-1.0
disagreement,disagreement_410,0.3,0.3,0.0,89.19639089716694,22.158044212080227,0.19999999999999998,0.17320508075688773,3,0,0.515999972820282,0.5-0.7
disagreement,disagreement_411,0.5,0.5,0.0,89.15234797676253,22.184200840536153,0.3333333333333333,0.2886751345948129,3,0,0.46399998664855957,0.3-0.5
disagreement,disagreement_412,0.3,0.5,0.0,89.22640936867937,22.070207311950004,0.26666666666666666,0.2516611478423583,3,0,0.2919999957084656,0.0-0.3
disagreement,disagreement_413,0.3,0.5,0.0,89.17273768236561,21.94822331174164,0.26666666666666666,0.2516611478423583,3,0,0.22200000286102295,0.0-0.3
disagreement,disagreement_415,0.5,0.0,0.0,89.09000657038567,21.94251989673444,0.16666666666666666,0.2886751345948129,3,0,0.46000000834465027,0.3-0.5
disagreement,disagreement_417,0.5,0.0,0.3,89.61570708665371,22.370561150004434,0.26666666666666666,0.2516611478423583,3,0,0.39800000190734863,0.3-0.5
disagreement,disagreement_418,0.5,0.0,0.3,89.520628975287,22.370990300680297,0.26666666666666666,0.2516611478423583,3,0,0.5019999742507935,0.5-0.7
disagreement,disagreement_419,0.7,0.0,0.3,89.75797015471602,22.357981590970983,0.3333333333333333,0.3511884584284246,3,0,0.3179999887943268,0.3-0.5
disagreement,disagreement_420,0.3,0.5,0.3,89.72951124016787,22.316988297958066,0.3666666666666667,0.11547005383792516,3,0,0.33399999141693115,0.3-0.5
disagreement,disagreement_421,0.0,0.7,0.3,89.60697146115781,22.341730474161334,0.3333333333333333,0.3511884584284246,3,0,0.21199999749660492,0.0-0.3
disagreement,disagreement_422,0.0,0.5,0.3,89.59707297504707,22.33535706165151,0.26666666666666666,0.2516611478423583,3,0,0.2199999988079071,0.0-0.3
disagreement,disagreement_424,0.5,0.0,0.3,89.87544345067076,22.17136017103277,0.26666666666666666,0.2516611478423583,3,0,0.23199999332427979,0.0-0.3
disagreement,disagreement_425,0.7,0.3,0.3,89.8797586783958,22.144413367759235,0.43333333333333335,0.23094010767585027,3,0,0.30000001192092896,0.3-0.5
disagreement,disagreement_426,0.7,0.5,0.3,89.88111068348947,22.137992440685785,0.5,0.19999999999999998,3,1,0.47600001096725464,0.3-0.5
disagreement,disagreement_428,0.0,0.3,0.3,89.3928918031467,22.212476220569094,0.19999999999999998,0.17320508075688773,3,0,0.28200000524520874,0.0-0.3
disagreement,disagreement_430,0.3,0.5,0.3,89.43172547710006,22.17601931147943,0.3666666666666667,0.11547005383792516,3,0,0.515999972820282,0.5-0.7
disagreement,disagreement_431,0.5,0.7,0.3,89.34051182503603,22.19989992481022,0.5,0.19999999999999998,3,1,0.23399999737739563,0.0-0.3
disagreement,disagreement_432,0.0,0.7,0.3,89.33991099670574,22.17793575670471,0.3333333333333333,0.3511884584284246,3,0,0.21400000154972076,0.0-0.3
disagreement,disagreement_433,0.0,0.5,0.3,89.3271334439898,22.18175660722712,0.26666666666666666,0.2516611478423583,3,0,0.27000001072883606,0.0-0.3
disagreement,disagreement_434,0.0,0.3,0.3,89.64567424481889,21.79691146673954,0.19999999999999998,0.17320508075688773,3,0,0.23999999463558197,0.0-0.3
disagreement,disagreement_435,0.0,0.3,0.3,89.61932234391251,21.788502190993952,0.19999999999999998,0.17320508075688773,3,0,0.23000000417232513,0.0-0.3
disagreement,disagreement_437,1.0,0.5,0.3,89.4529262052068,21.724570034566536,0.6,0.36055512754639896,3,1,0.44999998807907104,0.3-0.5
disagreement,disagreement_438,0.7,0.5,0.3,89.4520443654825,21.717074789895026,0.5,0.19999999999999998,3,1,0.42800000309944153,0.3-0.5
disagreement,disagreement_439,1.0,0.3,0.3,89.45519706012973,21.716470995408393,0.5333333333333333,0.40414518843273806,3,1,0.43799999356269836,0.3-0.5
disagreement,disagreement_441,0.7,0.5,0.3,89.4550668620403,21.71368438329196,0.5,0.19999999999999998,3,1,0.3720000088214874,0.3-0.5
disagreement,disagreement_442,1.0,0.5,0.3,89.47158788110734,21.796857810970863,0.6,0.36055512754639896,3,1,0.4659999907016754,0.3-0.5
disagreement,disagreement_443,0.0,0.5,0.3,89.37304192319897,22.015534799977267,0.26666666666666666,0.2516611478423583,3,0,0.3499999940395355,0.3-0.5
disagreement,disagreement_444,1.0,0.3,0.3,89.34026188603619,22.126204143109263,0.5333333333333333,0.40414518843273806,3,1,0.4359999895095825,0.3-0.5
disagreement,disagreement_446,0.7,0.3,0.3,89.26713627688918,22.21223457676509,0.43333333333333335,0.23094010767585027,3,0,0.49399998784065247,0.3-0.5
disagreement,disagreement_447,0.7,0.3,0.3,89.27111871719319,22.197734140869507,0.43333333333333335,0.23094010767585027,3,0,0.6159999966621399,0.5-0.7
disagreement,disagreement_448,0.0,0.7,0.3,89.31646080928269,22.098817976759427,0.3333333333333333,0.3511884584284246,3,0,0.3880000114440918,0.3-0.5
disagreement,disagreement_449,0.7,0.7,0.3,89.31718799338955,22.058106055963346,0.5666666666666667,0.2309401076758503,3,1,0.4000000059604645,0.3-0.5
disagreement,disagreement_450,0.5,0.3,0.3,89.31597181417668,22.027561624512074,0.3666666666666667,0.11547005383792516,3,0,0.3880000114440918,0.3-0.5
disagreement,disagreement_451,0.3,0.0,0.3,89.26849169239571,22.14573302646522,0.19999999999999998,0.17320508075688773,3,0,0.25999999046325684,0.0-0.3
disagreement,disagreement_452,0.5,0.0,0.3,89.3201582192867,21.83500247609855,0.26666666666666666,0.2516611478423583,3,0,0.2639999985694885,0.0-0.3
disagreement,disagreement_453,0.0,0.5,0.3,89.21247234996818,22.20060620105219,0.26666666666666666,0.2516611478423583,3,0,0.47200000286102295,0.3-0.5
disagreement,disagreement_454,0.3,0.0,0.3,89.20334781997803,22.218719966148274,0.19999999999999998,0.17320508075688773,3,0,0.40799999237060547,0.3-0.5
disagreement,disagreement_455,0.7,0.3,0.3,89.22596062352058,22.05405081145942,0.43333333333333335,0.23094010767585027,3,0,0.43799999356269836,0.3-0.5
disagreement,disagreement_456,1.0,0.7,0.3,89.1873270171994,21.98838970159699,0.6666666666666666,0.3511884584284246,3,1,0.628000020980835,0.5-0.7
disagreement,disagreement_457,0.3,0.3,0.3,89.1425825579289,21.91795422304118,0.3,0.0,3,0,0.20800000429153442,0.0-0.3
disagreement,disagreement_458,0.5,1.0,0.3,89.20693393567039,21.833247743100415,0.6,0.36055512754639896,3,1,0.38199999928474426,0.3-0.5
disagreement,disagreement_459,1.0,0.0,0.3,89.07966513565263,22.10672803640792,0.43333333333333335,0.5131601439446883,3,0,0.4620000123977661,0.3-0.5
disagreement,disagreement_460,0.7,0.3,0.3,89.09300176704558,22.101796629421827,0.43333333333333335,0.23094010767585027,3,0,0.6420000195503235,0.5-0.7
disagreement,disagreement_461,0.3,0.0,0.3,89.05404984558025,22.098484514578754,0.19999999999999998,0.17320508075688773,3,0,0.35199999809265137,0.3-0.5
